ID;Description;Enable Supply Planning;Enable Order Key Figures;Order Key Figures (Cached);Enable Change History;Time Profile;Storage Time Profile Level;Current Period Offset
T22;T22 Planning Area;;;;X;"100 - 11 Year M, Q, Y (122)";Monthly;0
